"id","geom","filename","code","value","datetime","camera_model","gpsimagedirection","azimuth","bbox_in_picture","sign_center","lon_picture","lat_picture","sequence_id","picture_id","result"
87,NULL,"A00 0.99511025.jpg","A00",NULL,"2021-08-18 17:41:28","Pilot","254.66",NULL,"[6672,1744,6848,1936]",NULL,"7.731736","48.50149","1a54fc00-74fe-4eb5-91b7-dc7cc67e7041","1ef9bff9-f31e-4088-b8a1-e9d23603e25e",NULL
88,NULL,"A00 0.99547904.jpg","A00",NULL,"2021-08-10 12:02:14","LB5","161.88",NULL,"[320,2032,432,2160]",NULL,"7.709865","48.588437","03a9ff97-2b2a-4d14-9b5d-803e713e3e9b","a57d18c3-ab38-400d-8395-2dcd3579ea8c",NULL
89,NULL,"A00 0.99550384.jpg","A00",NULL,"2020-07-02 09:12:11","PULSAR","349.52",NULL,"[10048,2688,10208,2928]",NULL,"7.685429","48.529468","cd79735b-96f4-4c2b-a252-92be928340ec","da75b2dd-d972-4164-a51a-6bc5164df257",NULL
90,NULL,"A00 0.99556017.jpg","A00",NULL,"2022-07-14 11:59:54","PULSAR","351.41",NULL,"[10368,2704,10512,2896]",NULL,"7.685388","48.529613","19836fda-03b7-42df-87a0-47dbe4fb49cb","af7217b4-cdc0-4e09-9308-eb46f041d9e9",NULL
91,NULL,"A00 0.99596788.jpg","A00",NULL,"2020-10-14 15:32:17","PULSAR","142.5",NULL,"[368,2160,576,2432]",NULL,"7.689533","48.56358","72ee394f-5fe5-4ed5-982f-6510163783a2","371a9ee2-ac71-4c08-8f6e-20c01c810272",NULL
92,NULL,"A00 0.99613443.jpg","A00",NULL,"2022-07-14 13:40:56","PULSAR","136.65",NULL,"[10576,2608,10672,2752]",NULL,"7.654973","48.540949","3ffbbd3e-c34f-4856-b526-50893f61065f","568f0d41-fd75-4b5a-a3f1-2e86ae02c24b",NULL
93,NULL,"A00 0.99622534.jpg","A00",NULL,"2020-07-02 09:14:14","PULSAR","349.1",NULL,"[10032,2704,10208,2928]",NULL,"7.685436","48.529431","cd79735b-96f4-4c2b-a252-92be928340ec","bfb25a76-65b2-4888-b427-9d80305bc0b7",NULL
94,NULL,"A00 0.99681667.jpg","A00",NULL,"2022-05-30 16:46:19","PULSAR","185.35",NULL,"[1424,2720,1536,2896]",NULL,"7.731128","48.499652","89584e9b-4af9-4475-8986-87bb47e80d6c","4c48b042-10bf-42c3-b6c1-4a315fed422f",NULL
95,NULL,"A00 0.99682217.jpg","A00",NULL,"2022-06-01 12:20:25","PULSAR","223.02",NULL,"[9552,2768,9744,3008]",NULL,"7.782915","48.533606","f8347f73-98f1-4ae2-8eee-cf5feae40917","7dfb062c-d07d-4eee-8722-e16cfc7cb705",NULL
96,NULL,"A00 0.99687841.jpg","A00",NULL,"2020-08-04 19:12:19","PULSAR","177.16",NULL,"[3904,2816,4160,3168]",NULL,"7.703954","48.631119","70e8bd14-221f-4311-85e5-c8f9eb12cc98","277b0cc3-1763-4b18-b0cb-a17f27123132",NULL
97,NULL,"A00 0.99699249.jpg","A00",NULL,"2021-08-19 16:49:09","Pilot","262.41",NULL,"[7024,1872,7200,2096]",NULL,"7.658631","48.524767","d8432aa7-e728-49dd-bba8-ae5bc868bf45","714d2cbe-252c-4e60-afda-bd2ef9ddbf2c",NULL
98,NULL,"A00 0.99721692.jpg","A00",NULL,"2022-04-20 13:36:29","PULSAR","101.48",NULL,"[112,2368,320,2624]",NULL,"7.727215","48.467549","fa987a7c-943c-48fd-9c6e-7a7ad54d0dac","245c874a-2a28-4974-81db-ad559c19780f",NULL
99,NULL,"A00 0.99731380.jpg","A00",NULL,"2022-04-21 11:49:39","PULSAR","1.24",NULL,"[6128,2784,6240,2944]",NULL,"7.717677","48.500051","770080d1-4feb-45e5-b14c-2a441e07fc83","ed37995e-edce-424a-a3d6-35a09211f1df",NULL
100,NULL,"A00 0.99732622.jpg","A00",NULL,"2022-10-14 14:48:43","PULSAR","161.87",NULL,"[10208,2704,10368,2928]",NULL,"7.694638","48.526468","3e5ef380-da52-4658-8651-d1b5f5d179a6","031680db-d264-44b6-8b21-a9f5ce8e7ff1",NULL
